Year,Month,Material Description,Quantity
2022,10,488/0 PLATE VALVE DISC TS5,1200
2022,10,490/0 PRESSURE PLATE 4.5MM,3000
2022,10,492/0 PRESSURE PLATE 6.5MM,7000
2022,10,"499/F1 F DISCHARGE VALVE PLATE, 1W",21600
2022,10,"499/R1 R DISCHARGE VALVE PLATE, 1W",21600
2022,10,500/0 THRUST WASHER,1800
2022,10,503/0 TONGUE SPACER,24200
2022,10,529/F1 VALVE PLATE_F (1W),55200
2022,10,529/R1 VALVE PLATE_R (1W),55200
2022,10,531/0 SPROCKET CRANK SHAFT-4.38 THK,15000
2022,10,537/0 CAM SENSOR WHEEL,2160
2022,10,540/0 DISTANCE PLATE 1,400
2022,10,543/0 TRIGGER WHEEL,420
2022,10,553/0 PLATE PRESSURE CLUTCH,7140
2022,10,558/0 LOCK WASHER BRG NUT,20160
2022,10,565/0 FACE  DRIVE,6000
2022,10,569/0  VALVE  PLATE,5000
2022,10,"572/0 GEAR COMP, STARTER CLUTCH",11760
2022,10,"578/0 LEVER,  REVERSE GEAR SHIFT",12800
2022,10,"579/0 BRACKET,  REVERSE GEAR SHIFT",12840
2022,10,589/0 SPROCKET,3120
2022,10,590/0 PAWL,70000
2022,10,591/0 PAWL GEAR SHIFT,175000
2022,10,592/0 WHEEL STARTER,2400
2022,10,593/0 GEAR STARTER CLUTCH,1800
2022,10,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",12960
2022,10,602/0 SPROCKET CAM SHAFT-4.52 THK,9990
2022,10,605/0 COVER OIL PUMP,7200
2022,10,606/0 WHEEL STARTER,1800
2022,10,607/0 WHEEL  STARTER,39408
2022,10,614/0 SEGMENT,90000
2022,10,618/M PLATE SHIFT DRUM STOPPER,55200
2022,10,619/0 PLATE SHIFT DRUM STOPPER,69840
2022,10,760/0 RETAINER PLATE,1200
2022,10,762/0 PRESSURE PLATE,2000
2022,10,764/1 PRESSURE PLATE(R/G),1200
2022,10,793/0 PLATE SYNC HUB,15000
2022,10,813/2 LEVER SHIFT - 1,32500
2022,10,814/2 LEVER SHIFT - 2,92000
2022,10,816/1 PLATE SHIFT DRUM STOPPER,300300
2022,10,820/3 HOLDER CLUTCH,26100
2022,10,863/0 PLATE CLUTCH,9000
2022,10,877/0 SPROCKET CAM,44400
2022,10,880/0 STOPR COMP.GR SHIFT DRUM,48000
2022,10,881/0 SPROCKET CAM,4320
2022,10,884/1 RATCHET PLATE,88000
2022,10,890/ plate clutch with out Planish.(k1),9000
2022,10,890/0 plate clutch with Planish.(k1),140000
2022,10,893/0 STOPPER LEVER ASSY.,45000
2022,10,895/0 LEVER SHIFT 1.,63000
2022,10,896/0 JAW FINGER VERTICAL,230000
2022,10,909/M MASTER ARM GEAR SHIFTER,76500
2022,10,914/0 SPROCKET  CAM,20160
2022,10,914/H SPROCKET  CAM,110400
2022,10,915/0 SPROCKET STARTING,81600
2022,10,918/M SPROCKET,1800
2022,10,919/M ASSLY REVERSE LEVER,28800
2022,10,920/0 LATCH,21000
2022,10,921/0 PLATE,70000
2022,10,"923/0 ,KEY PACKING",130000
2022,10,924/1 SPROCKET CAM,330000
2022,10,925/0 SPROCKET,33600
2022,10,930/0 KEY,25000
2022,10,931/M SPROCKET CAM,42000
2022,10,935/0 STOPPER LEVER ASSY.,5000
2022,10,936/0 PLATE,35000
2022,10,937/0 SPACER WASHER,20000
2022,10,938/F PLATE VALVE FRONT 1W,7200
2022,10,938/R PLATE VALVE  REAR-1W,7200
2022,10,"941/0 Washer, 5th Sync Hub",42400
2022,10,"943/1 , STOPPER PLATE",5200
2022,10,945/0 STOPPER LEVER ASSY.,3600
2022,10,947/0 Stopper Comp Gear Shift Cam,9000
2022,10,949/0 STOPPER LEVER ASSY.,1000
2022,10,950/0 LEVER SHIFT 1,9000
2022,10,951/0 LEVER SHIFT 2,7000
2022,10,952/0 PLATE CLUTCH,21000
2022,10,956/0 SPROCKET,22560
2022,10,958/0 STOPR COMP.GEAR SHIFT DRUM,60000
2022,10,959/0 EQUALIZER,30000
2022,10,EXP63 NABE,5000
2022,10,EXP64A NABE,10000
2022,11,037/A CONTACT FINGER,7250
2022,11,037/B CONTACT FINGER,30000
2022,11,1000/0 WHEEL STARTER,12020
2022,11,1003/0 FACE DRIVE,30000
2022,11,1004/0 PLATE SIDE,30060
2022,11,1005/0 GEAR STARTER CLUTCH,29520
2022,11,1007/0 STOPPER LEVER ASSY.,17000
2022,11,1010/0 ROTOR SENSOR,60000
2022,11,1012/0 GEAR STARTER CLUTCH,3600
2022,11,1013/F - F DISCHARGE VALVE PLATE 1W,14400
2022,11,1013/R - R DISCHARGE VALVE PLATE 1W,14400
2022,11,1014/0 GEAR COMP. STARTER DRIVEN,21600
2022,11,1015/0 GEAR STARTER CLUTCH,27360
2022,11,1017/0 CRANK SENSOR TARGET WHEEL,30000
2022,11,1020/0 SPROCKET STARTING,139968
2022,11,162/0 VALVE SPRING DISC,9800
2022,11,256/1 CONTACT FINGER,45000
2022,11,337/4 HOLDER,29952
2022,11,487/0 PLATE VALVE INLET TS5,1200
2022,11,488/0 PLATE VALVE DISC TS5,1200
2022,11,490/0 PRESSURE PLATE 4.5MM,2000
2022,11,492/0 PRESSURE PLATE 6.5MM,8000
2022,11,"499/F1 F DISCHARGE VALVE PLATE, 1W",12000
2022,11,"499/R1 R DISCHARGE VALVE PLATE, 1W",12000
2022,11,500/0 THRUST WASHER,8000
2022,11,503/0 TONGUE SPACER,33000
2022,11,505/0 COUPLING,10400
2022,11,529/F1 VALVE PLATE_F (1W),38400
2022,11,529/R1 VALVE PLATE_R (1W),38400
2022,11,531/0 SPROCKET CRANK SHAFT-4.38 THK,19000
2022,11,537/0 CAM SENSOR WHEEL,2880
2022,11,540/0 DISTANCE PLATE 1,400
2022,11,543/0 TRIGGER WHEEL,720
2022,11,553/0 PLATE PRESSURE CLUTCH,8850
2022,11,558/0 LOCK WASHER BRG NUT,15120
2022,11,560/0 VALVE PLATE CR06,5000
2022,11,565/0 FACE  DRIVE,6000
2022,11,569/0  VALVE  PLATE,10000
2022,11,"572/0 GEAR COMP, STARTER CLUTCH",12800
2022,11,"578/0 LEVER,  REVERSE GEAR SHIFT",8400
2022,11,"579/0 BRACKET,  REVERSE GEAR SHIFT",8400
2022,11,589/0 SPROCKET,3120
2022,11,590/0 PAWL,82000
2022,11,591/0 PAWL GEAR SHIFT,155000
2022,11,592/0 WHEEL STARTER,1800
2022,11,593/0 GEAR STARTER CLUTCH,1200
2022,11,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",19440
2022,11,602/0 SPROCKET CAM SHAFT-4.52 THK,16020
2022,11,605/0 COVER OIL PUMP,8232
2022,11,606/0 WHEEL STARTER,900
2022,11,607/0 WHEEL  STARTER,39000
2022,11,614/0 SEGMENT,80000
2022,11,618/M PLATE SHIFT DRUM STOPPER,20000
2022,11,619/0 PLATE SHIFT DRUM STOPPER,71280
2022,11,760/0 RETAINER PLATE,800
2022,11,762/0 PRESSURE PLATE,800
2022,11,793/0 PLATE SYNC HUB,10000
2022,11,813/2 LEVER SHIFT - 1,27000
2022,11,814/2 LEVER SHIFT - 2,90000
2022,11,816/1 PLATE SHIFT DRUM STOPPER,300300
2022,11,820/3 HOLDER CLUTCH,27000
2022,11,863/0 PLATE CLUTCH,9000
2022,11,877/0 SPROCKET CAM,35280
2022,11,880/0 STOPR COMP.GR SHIFT DRUM,41005
2022,11,884/1 RATCHET PLATE,120000
2022,11,890/ plate clutch with out Planish.(k1),45000
2022,11,890/0 plate clutch with Planish.(k1),120000
2022,11,893/0 STOPPER LEVER ASSY.,45000
2022,11,895/0 LEVER SHIFT 1.,43000
2022,11,896/0 JAW FINGER VERTICAL,213000
2022,11,909/M MASTER ARM GEAR SHIFTER,40800
2022,11,914/0 SPROCKET  CAM,16560
2022,11,914/H SPROCKET  CAM,110400
2022,11,915/0 SPROCKET STARTING,69960
2022,11,918/M SPROCKET,960
2022,11,919/M ASSLY REVERSE LEVER,30000
2022,11,920/0 LATCH,21000
2022,11,921/0 PLATE,50000
2022,11,"923/0 ,KEY PACKING",160000
2022,11,924/1 SPROCKET CAM,329700
2022,11,925/0 SPROCKET,31200
2022,11,930/0 KEY,20000
2022,11,931/M SPROCKET CAM,52000
2022,11,935/0 STOPPER LEVER ASSY.,5000
2022,11,936/0 PLATE,10000
2022,11,937/0 SPACER WASHER,26000
2022,11,938/F PLATE VALVE FRONT 1W,12000
2022,11,938/R PLATE VALVE  REAR-1W,12000
2022,11,"941/0 Washer, 5th Sync Hub",56800
2022,11,"943/1 , STOPPER PLATE",6000
2022,11,945/0 STOPPER LEVER ASSY.,3600
2022,11,947/0 Stopper Comp Gear Shift Cam,20000
2022,11,949/0 STOPPER LEVER ASSY.,1000
2022,11,950/0 LEVER SHIFT 1,6000
2022,11,951/0 LEVER SHIFT 2,3000
2022,11,952/0 PLATE CLUTCH,15000
2022,11,956/0 SPROCKET,24000
2022,11,958/0 STOPR COMP.GEAR SHIFT DRUM,49000
2022,11,959/0 EQUALIZER,20000
2022,11,EXP64A NABE,10000
2022,12,037/A CONTACT FINGER,2500
2022,12,037/B CONTACT FINGER,50000
2022,12,1000/0 WHEEL STARTER,14000
2022,12,1003/0 FACE DRIVE,26400
2022,12,1004/0 PLATE SIDE,10080
2022,12,1005/0 GEAR STARTER CLUTCH,21528
2022,12,1007/0 STOPPER LEVER ASSY.,18500
2022,12,1010/0 ROTOR SENSOR,40000
2022,12,1012/0 GEAR STARTER CLUTCH,1260
2022,12,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2022,12,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2022,12,1014/0 GEAR COMP. STARTER DRIVEN,17280
2022,12,1015/0 GEAR STARTER CLUTCH,30160
2022,12,1017/0 CRANK SENSOR TARGET WHEEL,25000
2022,12,1020/0 SPROCKET STARTING,150336
2022,12,134/0 TRIPPING CAM,900
2022,12,162/0 VALVE SPRING DISC,9800
2022,12,256/1 CONTACT FINGER,50000
2022,12,337/4 HOLDER,26162
2022,12,487/0 PLATE VALVE INLET TS5,900
2022,12,488/0 PLATE VALVE DISC TS5,900
2022,12,490/0 PRESSURE PLATE 4.5MM,3000
2022,12,492/0 PRESSURE PLATE 6.5MM,10000
2022,12,"499/F1 F DISCHARGE VALVE PLATE, 1W",14400
2022,12,"499/R1 R DISCHARGE VALVE PLATE, 1W",14400
2022,12,500/0 THRUST WASHER,4800
2022,12,503/0 TONGUE SPACER,35200
2022,12,505/0 COUPLING,1100
2022,12,529/F1 VALVE PLATE_F (1W),55200
2022,12,529/R1 VALVE PLATE_R (1W),52800
2022,12,531/0 SPROCKET CRANK SHAFT-4.38 THK,16500
2022,12,537/0 CAM SENSOR WHEEL,3120
2022,12,543/0 TRIGGER WHEEL,60
2022,12,553/0 PLATE PRESSURE CLUTCH,7020
2022,12,558/0 LOCK WASHER BRG NUT,20160
2022,12,560/0 VALVE PLATE CR06,5000
2022,12,565/0 FACE  DRIVE,9000
2022,12,"572/0 GEAR COMP, STARTER CLUTCH",9600
2022,12,"578/0 LEVER,  REVERSE GEAR SHIFT",10800
2022,12,"579/0 BRACKET,  REVERSE GEAR SHIFT",10800
2022,12,589/0 SPROCKET,2760
2022,12,590/0 PAWL,90000
2022,12,591/0 PAWL GEAR SHIFT,90000
2022,12,592/0 WHEEL STARTER,2490
2022,12,593/0 GEAR STARTER CLUTCH,520
2022,12,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",15120
2022,12,602/0 SPROCKET CAM SHAFT-4.52 THK,9000
2022,12,605/0 COVER OIL PUMP,7208
2022,12,606/0 WHEEL STARTER,30
2022,12,607/0 WHEEL  STARTER,35784
2022,12,614/0 SEGMENT,84000
2022,12,618/M PLATE SHIFT DRUM STOPPER,24000
2022,12,619/0 PLATE SHIFT DRUM STOPPER,54000
2022,12,760/0 RETAINER PLATE,1600
2022,12,762/0 PRESSURE PLATE,1200
2022,12,764/1 PRESSURE PLATE(R/G),800
2022,12,793/0 PLATE SYNC HUB,13000
2022,12,813/2 LEVER SHIFT - 1,23000
2022,12,814/2 LEVER SHIFT - 2,75000
2022,12,816/1 PLATE SHIFT DRUM STOPPER,301700
2022,12,820/3 HOLDER CLUTCH,21600
2022,12,863/0 PLATE CLUTCH,18000
2022,12,877/0 SPROCKET CAM,14400
2022,12,880/0 STOPR COMP.GR SHIFT DRUM,18500
2022,12,884/1 RATCHET PLATE,88000
2022,12,890/ plate clutch with out Planish.(k1),65000
2022,12,890/0 plate clutch with Planish.(k1),100000
2022,12,893/0 STOPPER LEVER ASSY.,39000
2022,12,895/0 LEVER SHIFT 1.,61000
2022,12,896/0 JAW FINGER VERTICAL,207000
2022,12,909/M MASTER ARM GEAR SHIFTER,40800
2022,12,914/0 SPROCKET  CAM,15840
2022,12,914/H SPROCKET  CAM,69600
2022,12,915/0 SPROCKET STARTING,81600
2022,12,918/M SPROCKET,120
2022,12,919/M ASSLY REVERSE LEVER,25200
2022,12,920/0 LATCH,21000
2022,12,921/0 PLATE,50000
2022,12,"923/0 ,KEY PACKING",120000
2022,12,924/1 SPROCKET CAM,348300
2022,12,925/0 SPROCKET,14400
2022,12,930/0 KEY,20000
2022,12,931/M SPROCKET CAM,41840
2022,12,935/0 STOPPER LEVER ASSY.,3000
2022,12,937/0 SPACER WASHER,26000
2022,12,938/F PLATE VALVE FRONT 1W,4800
2022,12,938/R PLATE VALVE  REAR-1W,4800
2022,12,"941/0 Washer, 5th Sync Hub",44000
2022,12,"943/1 , STOPPER PLATE",5000
2022,12,947/0 Stopper Comp Gear Shift Cam,10500
2022,12,949/0 STOPPER LEVER ASSY.,1000
2022,12,950/0 LEVER SHIFT 1,8600
2022,12,951/0 LEVER SHIFT 2,11000
2022,12,952/0 PLATE CLUTCH,15000
2022,12,958/0 STOPR COMP.GEAR SHIFT DRUM,34000
2022,12,959/0 EQUALIZER,35000
2022,12,EXP63 NABE,5000
2022,12,EXP64A NABE,10000
2023,1,037/A CONTACT FINGER,3750
2023,1,037/B CONTACT FINGER,36000
2023,1,1000/0 WHEEL STARTER,17120
2023,1,1003/0 FACE DRIVE,19360
2023,1,1005/0 GEAR STARTER CLUTCH,24192
2023,1,1007/0 STOPPER LEVER ASSY.,17600
2023,1,1010/0 ROTOR SENSOR,44000
2023,1,1012/0 GEAR STARTER CLUTCH,3600
2023,1,1013/F - F DISCHARGE VALVE PLATE 1W,6000
2023,1,1013/R - R DISCHARGE VALVE PLATE 1W,6000
2023,1,1014/0 GEAR COMP. STARTER DRIVEN,40320
2023,1,1015/0 GEAR STARTER CLUTCH,56260
2023,1,1017/0 CRANK SENSOR TARGET WHEEL,59560
2023,1,1020/0 SPROCKET STARTING,159890
2023,1,134/0 TRIPPING CAM,900
2023,1,162/0 VALVE SPRING DISC,9800
2023,1,256/1 CONTACT FINGER,50000
2023,1,337/4 HOLDER,24960
2023,1,487/0 PLATE VALVE INLET TS5,900
2023,1,488/0 PLATE VALVE DISC TS5,900
2023,1,490/0 PRESSURE PLATE 4.5MM,3000
2023,1,492/0 PRESSURE PLATE 6.5MM,10000
2023,1,"499/F1 F DISCHARGE VALVE PLATE, 1W",6000
2023,1,"499/R1 R DISCHARGE VALVE PLATE, 1W",6000
2023,1,500/0 THRUST WASHER,6500
2023,1,503/0 TONGUE SPACER,39600
2023,1,505/0 COUPLING,4992
2023,1,529/F1 VALVE PLATE_F (1W),81600
2023,1,529/R1 VALVE PLATE_R (1W),81600
2023,1,531/0 SPROCKET CRANK SHAFT-4.38 THK,18000
2023,1,537/0 CAM SENSOR WHEEL,3072
2023,1,553/0 PLATE PRESSURE CLUTCH,3900
2023,1,558/0 LOCK WASHER BRG NUT,21960
2023,1,560/0 VALVE PLATE CR06,15000
2023,1,565/0 FACE  DRIVE,15000
2023,1,569/0  VALVE  PLATE,5000
2023,1,"572/0 GEAR COMP, STARTER CLUTCH",9600
2023,1,"578/0 LEVER,  REVERSE GEAR SHIFT",12000
2023,1,"579/0 BRACKET,  REVERSE GEAR SHIFT",12000
2023,1,589/0 SPROCKET,1800
2023,1,590/0 PAWL,90000
2023,1,591/0 PAWL GEAR SHIFT,90000
2023,1,592/0 WHEEL STARTER,1800
2023,1,593/0 GEAR STARTER CLUTCH,1200
2023,1,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",17280
2023,1,602/0 SPROCKET CAM SHAFT-4.52 THK,14040
2023,1,605/0 COVER OIL PUMP,6992
2023,1,606/0 WHEEL STARTER,30
2023,1,607/0 WHEEL  STARTER,36000
2023,1,614/0 SEGMENT,80000
2023,1,618/M PLATE SHIFT DRUM STOPPER,28000
2023,1,619/0 PLATE SHIFT DRUM STOPPER,43020
2023,1,760/0 RETAINER PLATE,2400
2023,1,762/0 PRESSURE PLATE,1200
2023,1,764/1 PRESSURE PLATE(R/G),1200
2023,1,793/0 PLATE SYNC HUB,5000
2023,1,813/2 LEVER SHIFT - 1,23000
2023,1,814/2 LEVER SHIFT - 2,51000
2023,1,816/1 PLATE SHIFT DRUM STOPPER,399700
2023,1,820/3 HOLDER CLUTCH,21600
2023,1,863/0 PLATE CLUTCH,24000
2023,1,877/0 SPROCKET CAM,14400
2023,1,880/0 STOPR COMP.GR SHIFT DRUM,19000
2023,1,884/1 RATCHET PLATE,72000
2023,1,890/ plate clutch with out Planish.(k1),25000
2023,1,890/0 plate clutch with Planish.(k1),100000
2023,1,893/0 STOPPER LEVER ASSY.,37000
2023,1,895/0 LEVER SHIFT 1.,40000
2023,1,896/0 JAW FINGER VERTICAL,160000
2023,1,909/M MASTER ARM GEAR SHIFTER,15300
2023,1,914/0 SPROCKET  CAM,9120
2023,1,914/H SPROCKET  CAM,46800
2023,1,915/0 SPROCKET STARTING,100800
2023,1,918/M SPROCKET,120
2023,1,919/M ASSLY REVERSE LEVER,27600
2023,1,920/0 LATCH,21000
2023,1,921/0 PLATE,40000
2023,1,"923/0 ,KEY PACKING",135000
2023,1,924/1 SPROCKET CAM,422700
2023,1,925/0 SPROCKET,25440
2023,1,930/0 KEY,20000
2023,1,931/M SPROCKET CAM,13000
2023,1,935/0 STOPPER LEVER ASSY.,1000
2023,1,937/0 SPACER WASHER,25000
2023,1,938/F PLATE VALVE FRONT 1W,12000
2023,1,938/R PLATE VALVE  REAR-1W,12000
2023,1,"941/0 Washer, 5th Sync Hub",80000
2023,1,"943/1 , STOPPER PLATE",7000
2023,1,945/0 STOPPER LEVER ASSY.,1200
2023,1,947/0 Stopper Comp Gear Shift Cam,15500
2023,1,949/0 STOPPER LEVER ASSY.,2000
2023,1,950/0 LEVER SHIFT 1,8600
2023,1,951/0 LEVER SHIFT 2,8000
2023,1,956/0 SPROCKET,9600
2023,1,958/0 STOPR COMP.GEAR SHIFT DRUM,28000
2023,1,959/0 EQUALIZER,10000
2023,1,EXP64A NABE,15000
2023,2,037/A CONTACT FINGER,9250
2023,2,037/B CONTACT FINGER,42000
2023,2,1000/0 WHEEL STARTER,15020
2023,2,1003/0 FACE DRIVE,18000
2023,2,1004/0 PLATE SIDE,10080
2023,2,1005/0 GEAR STARTER CLUTCH,18768
2023,2,1007/0 STOPPER LEVER ASSY.,23000
2023,2,1010/0 ROTOR SENSOR,40000
2023,2,1012/0 GEAR STARTER CLUTCH,1200
2023,2,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2023,2,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2023,2,1014/0 GEAR COMP. STARTER DRIVEN,28850
2023,2,1015/0 GEAR STARTER CLUTCH,47200
2023,2,1017/0 CRANK SENSOR TARGET WHEEL,44000
2023,2,1020/0 SPROCKET STARTING,150386
2023,2,134/0 TRIPPING CAM,900
2023,2,162/0 VALVE SPRING DISC,9800
2023,2,256/1 CONTACT FINGER,73500
2023,2,337/4 HOLDER,24960
2023,2,487/0 PLATE VALVE INLET TS5,1500
2023,2,488/0 PLATE VALVE DISC TS5,1500
2023,2,490/0 PRESSURE PLATE 4.5MM,3000
2023,2,492/0 PRESSURE PLATE 6.5MM,7000
2023,2,"499/F1 F DISCHARGE VALVE PLATE, 1W",9600
2023,2,"499/R1 R DISCHARGE VALVE PLATE, 1W",9600
2023,2,500/0 THRUST WASHER,7100
2023,2,503/0 TONGUE SPACER,34980
2023,2,505/0 COUPLING,9984
2023,2,529/F1 VALVE PLATE_F (1W),81600
2023,2,529/R1 VALVE PLATE_R (1W),81600
2023,2,531/0 SPROCKET CRANK SHAFT-4.38 THK,25000
2023,2,537/0 CAM SENSOR WHEEL,3696
2023,2,540/0 DISTANCE PLATE 1,400
2023,2,543/0 TRIGGER WHEEL,390
2023,2,553/0 PLATE PRESSURE CLUTCH,7980
2023,2,558/0 LOCK WASHER BRG NUT,21960
2023,2,560/0 VALVE PLATE CR06,5000
2023,2,565/0 FACE  DRIVE,15200
2023,2,569/0  VALVE  PLATE,5000
2023,2,"572/0 GEAR COMP, STARTER CLUTCH",7200
2023,2,"578/0 LEVER,  REVERSE GEAR SHIFT",19200
2023,2,"579/0 BRACKET,  REVERSE GEAR SHIFT",19200
2023,2,589/0 SPROCKET,2400
2023,2,590/0 PAWL,60000
2023,2,591/0 PAWL GEAR SHIFT,70000
2023,2,592/0 WHEEL STARTER,2400
2023,2,593/0 GEAR STARTER CLUTCH,1200
2023,2,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",24480
2023,2,602/0 SPROCKET CAM SHAFT-4.52 THK,9900
2023,2,605/0 COVER OIL PUMP,9224
2023,2,606/0 WHEEL STARTER,30
2023,2,607/0 WHEEL  STARTER,39000
2023,2,614/0 SEGMENT,90000
2023,2,618/M PLATE SHIFT DRUM STOPPER,20800
2023,2,619/0 PLATE SHIFT DRUM STOPPER,10800
2023,2,760/0 RETAINER PLATE,800
2023,2,762/0 PRESSURE PLATE,1600
2023,2,764/1 PRESSURE PLATE(R/G),1600
2023,2,813/2 LEVER SHIFT - 1,21000
2023,2,814/2 LEVER SHIFT - 2,15000
2023,2,816/1 PLATE SHIFT DRUM STOPPER,360500
2023,2,820/3 HOLDER CLUTCH,21600
2023,2,863/0 PLATE CLUTCH,21000
2023,2,880/0 STOPR COMP.GR SHIFT DRUM,4050
2023,2,884/1 RATCHET PLATE,56000
2023,2,890/ plate clutch with out Planish.(k1),35000
2023,2,890/0 plate clutch with Planish.(k1),100000
2023,2,893/0 STOPPER LEVER ASSY.,72000
2023,2,896/0 JAW FINGER VERTICAL,170000
2023,2,914/0 SPROCKET  CAM,14400
2023,2,914/H SPROCKET  CAM,76320
2023,2,915/0 SPROCKET STARTING,100800
2023,2,919/M ASSLY REVERSE LEVER,19200
2023,2,920/0 LATCH,33000
2023,2,"923/0 ,KEY PACKING",160000
2023,2,924/1 SPROCKET CAM,400200
2023,2,925/0 SPROCKET,24000
2023,2,931/M SPROCKET CAM,33600
2023,2,935/0 STOPPER LEVER ASSY.,2000
2023,2,937/0 SPACER WASHER,25000
2023,2,938/F PLATE VALVE FRONT 1W,9600
2023,2,938/R PLATE VALVE  REAR-1W,9600
2023,2,"941/0 Washer, 5th Sync Hub",60000
2023,2,"943/1 , STOPPER PLATE",8500
2023,2,945/0 STOPPER LEVER ASSY.,4800
2023,2,947/0 Stopper Comp Gear Shift Cam,12000
2023,2,950/0 LEVER SHIFT 1,5000
2023,2,951/0 LEVER SHIFT 2,4000
2023,2,956/0 SPROCKET,9600
2023,2,958/0 STOPR COMP.GEAR SHIFT DRUM,15000
2023,2,EXP63 NABE,5000
2023,2,EXP64A NABE,5000
2023,3,037/A CONTACT FINGER,9750
2023,3,037/B CONTACT FINGER,42000
2023,3,1000/0 WHEEL STARTER,15000
2023,3,1003/0 FACE DRIVE,10000
2023,3,1004/0 PLATE SIDE,1188
2023,3,1005/0 GEAR STARTER CLUTCH,23880
2023,3,1007/0 STOPPER LEVER ASSY.,19700
2023,3,1010/0 ROTOR SENSOR,48000
2023,3,1012/0 GEAR STARTER CLUTCH,1240
2023,3,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2023,3,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2023,3,1014/0 GEAR COMP. STARTER DRIVEN,40128
2023,3,1015/0 GEAR STARTER CLUTCH,36080
2023,3,1017/0 CRANK SENSOR TARGET WHEEL,18000
2023,3,1020/0 SPROCKET STARTING,147312
2023,3,134/0 TRIPPING CAM,900
2023,3,162/0 VALVE SPRING DISC,14000
2023,3,256/1 CONTACT FINGER,75000
2023,3,337/4 HOLDER,24960
2023,3,487/0 PLATE VALVE INLET TS5,1500
2023,3,488/0 PLATE VALVE DISC TS5,1500
2023,3,490/0 PRESSURE PLATE 4.5MM,2000
2023,3,492/0 PRESSURE PLATE 6.5MM,5000
2023,3,"499/F1 F DISCHARGE VALVE PLATE, 1W",4800
2023,3,"499/R1 R DISCHARGE VALVE PLATE, 1W",4800
2023,3,500/0 THRUST WASHER,2700
2023,3,503/0 TONGUE SPACER,33000
2023,3,505/0 COUPLING,7488
2023,3,529/F1 VALVE PLATE_F (1W),72000
2023,3,529/R1 VALVE PLATE_R (1W),72000
2023,3,531/0 SPROCKET CRANK SHAFT-4.38 THK,16000
2023,3,537/0 CAM SENSOR WHEEL,4224
2023,3,540/0 DISTANCE PLATE 1,600
2023,3,543/0 TRIGGER WHEEL,1380
2023,3,553/0 PLATE PRESSURE CLUTCH,8040
2023,3,558/0 LOCK WASHER BRG NUT,24480
2023,3,560/0 VALVE PLATE CR06,5000
2023,3,565/0 FACE  DRIVE,14000
2023,3,569/0  VALVE  PLATE,19600
2023,3,"572/0 GEAR COMP, STARTER CLUTCH",7200
2023,3,"578/0 LEVER,  REVERSE GEAR SHIFT",19200
2023,3,"579/0 BRACKET,  REVERSE GEAR SHIFT",19200
2023,3,589/0 SPROCKET,3360
2023,3,591/0 PAWL GEAR SHIFT,40000
2023,3,592/0 WHEEL STARTER,1800
2023,3,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",16200
2023,3,602/0 SPROCKET CAM SHAFT-4.52 THK,18000
2023,3,605/0 COVER OIL PUMP,11384
2023,3,607/0 WHEEL  STARTER,39000
2023,3,614/0 SEGMENT,185000
2023,3,618/M PLATE SHIFT DRUM STOPPER,30080
2023,3,619/0 PLATE SHIFT DRUM STOPPER,19440
2023,3,760/0 RETAINER PLATE,2400
2023,3,762/0 PRESSURE PLATE,2400
2023,3,764/1 PRESSURE PLATE(R/G),1600
2023,3,813/2 LEVER SHIFT - 1,16500
2023,3,814/2 LEVER SHIFT - 2,43500
2023,3,816/1 PLATE SHIFT DRUM STOPPER,359100
2023,3,820/3 HOLDER CLUTCH,14400
2023,3,863/0 PLATE CLUTCH,21000
2023,3,877/0 SPROCKET CAM,720
2023,3,880/0 STOPR COMP.GR SHIFT DRUM,5000
2023,3,884/1 RATCHET PLATE,56000
2023,3,890/ plate clutch with out Planish.(k1),85000
2023,3,890/0 plate clutch with Planish.(k1),110000
2023,3,893/0 STOPPER LEVER ASSY.,42000
2023,3,895/0 LEVER SHIFT 1.,25000
2023,3,896/0 JAW FINGER VERTICAL,160000
2023,3,914/0 SPROCKET  CAM,11760
2023,3,914/H SPROCKET  CAM,74880
2023,3,915/0 SPROCKET STARTING,100800
2023,3,918/M SPROCKET,120
2023,3,919/M ASSLY REVERSE LEVER,24000
2023,3,920/0 LATCH,24000
2023,3,"923/0 ,KEY PACKING",125000
2023,3,924/1 SPROCKET CAM,350100
2023,3,925/0 SPROCKET,14400
2023,3,931/M SPROCKET CAM,58050
2023,3,935/0 STOPPER LEVER ASSY.,4000
2023,3,936/0 PLATE,4952
2023,3,937/0 SPACER WASHER,4000
2023,3,938/F PLATE VALVE FRONT 1W,9600
2023,3,938/R PLATE VALVE  REAR-1W,9600
2023,3,"941/0 Washer, 5th Sync Hub",40000
